,34,35,36,37,38,39,40,41,42,45,46,47,48,49,50,51,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,71,72
106,429.0,1.0,0.0,58.0,0.0,0.0,1.0,76.0,242.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,152.0,106.0,243.0,173.0,118.0,0.0,1.0,0.0
120,441.0,6.0,0.0,60.0,0.0,0.0,5.0,52.0,286.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,141.0,113.0,208.0,152.0,138.0,0.0,1.0,0.0
36,355.0,0.0,0.0,44.0,0.0,0.0,3.0,69.0,214.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,179.0,101.0,257.0,205.0,89.0,1.0,0.0,0.0
129,418.0,18.0,1.0,71.0,0.0,0.0,5.0,24.0,326.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,128.0,132.0,169.0,118.0,155.0,1.0,4.0,1.0
52,0.0,197.0,187.0,170.0,29.0,44.0,0.0,0.0,15.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,35.0,199.0,214.0,101.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,51.0
147,0.0,210.0,205.0,186.0,34.0,43.0,0.0,0.0,5.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,65.0,202.0,203.0,73.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,33.0
22,0.0,237.0,221.0,174.0,22.0,20.0,0.0,0.0,53.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,9.0,141.0,221.0,158.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,105.0
76,0.0,232.0,227.0,188.0,14.0,8.0,0.0,0.0,84.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,7.0,95.0,206.0,179.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,0.0,124.0
84,0.0,271.0,300.0,195.0,2.0,4.0,0.0,0.0,161.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,34.0,137.0,178.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,44.0,2.0,213.0
107,281.0,0.0,0.0,37.0,0.0,0.0,10.0,43.0,178.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,2.0,199.0,95.0,238.0,234.0,65.0,1.0,0.0,0.0
138,0.0,381.0,360.0,200.0,0.0,0.0,0.0,0.0,328.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,30.0,149.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,34.0,28.0,311.0
136,0.0,386.0,372.0,182.0,1.0,0.0,0.0,0.0,346.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,30.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,30.0,44.0,299.0
26,0.0,393.0,382.0,164.0,0.0,0.0,0.0,0.0,340.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,15.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,29.0,61.0,284.0
100,0.0,197.0,224.0,179.0,40.0,31.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,87.0,178.0,182.0,47.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.0
9,0.0,349.0,339.0,197.0,0.0,0.0,0.0,0.0,297.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,2.0,42.0,148.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,38.0,12.0,296.0
39,363.0,16.0,2.0,75.0,0.0,0.0,4.0,13.0,345.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,91.0,127.0,127.0,88.0,157.0,3.0,16.0,0.0
14,0.0,175.0,199.0,168.0,43.0,26.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,129.0,163.0,191.0,27.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0
85,0.0,394.0,378.0,160.0,0.0,0.0,0.0,0.0,333.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,14.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,99.0,20.0,90.0,241.0
42,0.0,303.0,337.0,202.0,0.0,1.0,0.0,0.0,213.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,18.0,105.0,160.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,48.0,6.0,250.0
140,0.0,385.0,355.0,138.0,0.0,0.0,0.0,1.0,348.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,9.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,190.0,10.0,132.0,150.0
59,0.0,391.0,380.0,153.0,0.0,1.0,0.0,0.0,345.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,135.0,18.0,113.0,199.0
71,3.0,336.0,281.0,117.0,0.0,0.0,1.0,1.0,350.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,6.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,250.0,9.0,139.0,107.0
2,194.0,0.0,0.0,20.0,0.0,0.0,23.0,18.0,167.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,1.0,0.0,201.0,94.0,226.0,226.0,47.0,0.0,0.0,0.0
